Date,Ticker,Action,Firm,To Grade,From Grade
2012-09-28,ACN,main,Morgan Stanley,Overweight,
2012-09-28,ACN,main,Bank of America,Neutral,
2012-09-28,ACN,main,Goldman Sachs,Neutral,
2012-09-28,ACN,main,Citigroup,Buy,
2012-09-28,ACN,main,Deutsche Bank,Buy,
2012-10-11,ACN,main,Deutsche Bank,Buy,
2012-10-12,ACN,main,JP Morgan,Overweight,
2012-10-15,ACN,main,Societe Generale,Hold,
2012-12-07,ACN,main,Societe Generale,Hold,
2012-12-19,ACN,main,BMO Capital,Market Perform,
2012-12-20,ACN,main,Morgan Stanley,Overweight,
2012-12-21,ACN,down,Berenberg,,Buy
2013-01-24,ACN,init,Evercore Partners,Overweight,
2013-03-11,ACN,main,Deutsche Bank,Buy,
2013-03-18,ACN,main,Jefferies,Hold,
2013-03-20,ACN,main,Stifel Nicolaus,Buy,
2013-03-28,ACN,main,Bank of America,Neutral,
2013-05-20,ACN,up,Goldman Sachs,Buy,Neutral
2013-06-24,ACN,main,Stifel Nicolaus,Buy,
2013-06-28,ACN,down,Societe Generale,Sell,Hold
2013-06-28,ACN,main,Stifel Nicolaus,Buy,
2013-06-28,ACN,down,UBS,Neutral,Buy
2013-06-28,ACN,down,Raymond James,Market Perform,Outperform
2013-06-28,ACN,main,Deutsche Bank,Buy,
2013-06-28,ACN,main,JP Morgan,Overweight,
2013-06-28,ACN,main,BMO Capital,Market Perform,
2013-06-28,ACN,main,Jefferies,Hold,
2013-07-02,ACN,down,Argus,Hold,Buy
2013-08-09,ACN,up,Baird,Outperform,Neutral
2013-09-25,ACN,main,Citigroup,Buy,
2013-09-30,ACN,up,Societe Generale,Hold,Sell
2013-12-03,ACN,down,Morgan Stanley,Equal-Weight,Overweight
2013-12-06,ACN,down,Cowen & Co.,Market Perform,Outperform
2013-12-11,ACN,init,RBC Capital,Outperform,
2013-12-20,ACN,main,Stifel Nicolaus,Buy,
2013-12-20,ACN,main,Deutsche Bank,Buy,
2014-03-11,ACN,up,Berenberg,Buy,Hold
2014-03-28,ACN,main,Citigroup,Buy,
2014-03-28,ACN,main,JP Morgan,Overweight,
2014-04-25,ACN,up,Credit Suisse,Outperform,Neutral
2014-06-27,ACN,main,JP Morgan,Overweight,
2014-09-16,ACN,down,Citigroup,Neutral,Buy
2014-09-16,ACN,init,Bernstein,Market Perform,
2014-09-25,ACN,main,JP Morgan,Overweight,
2014-09-25,ACN,main,Citigroup,Neutral,
2014-09-30,ACN,init,CLSA,Outperform,
2014-11-03,ACN,init,Monness Crespi Hardt,Neutral,
2014-12-16,ACN,main,Barclays,Equal-Weight,
2014-12-19,ACN,main,Credit Suisse,Outperform,
2014-12-19,ACN,main,Citigroup,Neutral,
2014-12-19,ACN,main,Barclays,Equal-Weight,
2014-12-19,ACN,main,JP Morgan,Overweight,
2015-01-09,ACN,main,Citigroup,Neutral,
2015-03-30,ACN,main,Jefferies,Hold,
2015-05-26,ACN,up,Cowen & Co.,Outperform,Market Perform
2015-06-01,ACN,main,Baird,Outperform,
2015-06-23,ACN,main,JP Morgan,Overweight,
2015-06-26,ACN,main,Deutsche Bank,Buy,
2015-06-29,ACN,main,Citigroup,Neutral,
2015-09-08,ACN,up,Argus,Buy,Hold
2015-09-21,ACN,main,BMO Capital,Market Perform,
2015-09-21,ACN,main,Barclays,Equal-Weight,
2015-12-17,ACN,init,Sterne Agee CRT,Buy,
2016-02-19,ACN,init,Cowen & Co.,Outperform,
2016-03-21,ACN,main,Stifel Nicolaus,Buy,
2016-03-28,ACN,main,Barclays,Equal-Weight,
2016-03-28,ACN,main,JP Morgan,Overweight,
2016-03-28,ACN,main,Citigroup,Neutral,
2016-05-31,ACN,main,Cowen & Co.,Outperform,
2016-06-24,ACN,down,Credit Suisse,Neutral,Outperform
2016-07-07,ACN,main,Barclays,Equal-Weight,
2016-07-12,ACN,init,Pacific Crest,Overweight,
2016-09-09,ACN,init,Wedbush,Outperform,
2016-09-26,ACN,up,Societe Generale,Buy,Hold
2016-09-28,ACN,main,Citigroup,Neutral,
2016-09-30,ACN,main,UBS,Neutral,
2016-09-30,ACN,main,CLSA,Outperform,
2016-09-30,ACN,main,Citigroup,Neutral,
2016-09-30,ACN,main,Barclays,Equal-Weight,
2016-10-03,ACN,main,Pacific Crest,Overweight,
2016-10-03,ACN,main,Jefferies,Hold,
2016-10-03,ACN,main,Cantor Fitzgerald,Buy,
2016-10-13,ACN,init,Berenberg,Buy,
2017-04-03,ACN,down,Goldman Sachs,Sell,Neutral
2017-05-24,ACN,down,SunTrust Robinson Humphrey,Hold,Buy
2017-09-22,ACN,main,Morgan Stanley,Equal-Weight,
2017-09-22,ACN,main,Baird,Neutral,
2017-09-27,ACN,main,Barclays,Equal-Weight,
2017-09-29,ACN,main,BMO Capital,Market Perform,
2017-09-29,ACN,main,Baird,Neutral,
2017-09-29,ACN,main,Wells Fargo,Outperform,
2017-10-03,ACN,down,Susquehanna,Neutral,Positive
2017-11-08,ACN,init,Pivotal Research,Buy,
2017-11-20,ACN,main,KeyBanc,Overweight,
2018-02-05,ACN,up,Morgan Stanley,Overweight,Equal-Weight
2018-03-19,ACN,main,KeyBanc,Overweight,Overweight
2018-03-20,ACN,main,Baird,Neutral,Neutral
2018-03-20,ACN,main,Wedbush,Outperform,Outperform
2018-03-23,ACN,main,Barclays,Equal-Weight,Equal-Weight
2018-03-23,ACN,main,BMO Capital,Market Perform,Market Perform
2018-06-19,ACN,up,Susquehanna,Positive,Neutral
2018-06-21,ACN,main,Stifel Nicolaus,Buy,Buy
2018-06-29,ACN,main,Deutsche Bank,Buy,Buy
2018-06-29,ACN,down,Bank of America,Neutral,Buy
2018-06-29,ACN,main,Citigroup,Neutral,Neutral
2018-06-29,ACN,main,Credit Suisse,Neutral,Neutral
2018-06-29,ACN,main,Cantor Fitzgerald,Overweight,Overweight
2018-09-18,ACN,main,Citigroup,Neutral,Neutral
2018-09-24,ACN,main,Bank of America,Neutral,Neutral
2018-09-28,ACN,main,Credit Suisse,Neutral,Neutral
2018-09-28,ACN,main,Baird,Neutral,Neutral
2018-12-19,ACN,main,KeyBanc,Overweight,Overweight
2018-12-19,ACN,main,Citigroup,Neutral,Neutral
2018-12-21,ACN,main,Baird,Neutral,Neutral
2018-12-21,ACN,main,KeyBanc,Overweight,Overweight
2019-01-08,ACN,up,Bank of America,Buy,Neutral
2019-01-16,ACN,up,Citigroup,Buy,Neutral
2019-03-29,ACN,main,Citigroup,Buy,Buy
2019-03-29,ACN,main,Cantor Fitzgerald,Overweight,Overweight
2019-03-29,ACN,main,Baird,Neutral,Neutral
2019-03-29,ACN,main,Morgan Stanley,Overweight,Overweight
2019-03-29,ACN,main,KeyBanc,Overweight,Overweight
2019-05-03,ACN,down,Bank of America,Neutral,Buy
2019-06-13,ACN,main,Wells Fargo,Outperform,
2019-06-20,ACN,main,Citigroup,Buy,
2019-06-20,ACN,main,Bank of America,Neutral,
2019-09-12,ACN,main,Wells Fargo,Outperform,
2019-09-20,ACN,init,Barclays,Overweight,
2019-09-23,ACN,init,Redburn,Buy,
2019-09-25,ACN,main,KeyBanc,Overweight,
2019-09-27,ACN,main,Baird,Neutral,
2019-11-20,ACN,main,Cowen & Co.,Outperform,
2019-12-13,ACN,main,Stifel Nicolaus,Buy,
2019-12-18,ACN,main,JP Morgan,Overweight,
2019-12-20,ACN,main,KeyBanc,Overweight,
2019-12-20,ACN,main,Citigroup,Buy,
2019-12-20,ACN,main,Baird,Neutral,
2019-12-20,ACN,main,RBC Capital,Outperform,
2019-12-20,ACN,main,UBS,Neutral,
2019-12-23,ACN,main,Cowen & Co.,Outperform,
2019-12-26,ACN,main,Argus Research,Buy,
2020-01-06,ACN,up,Wolfe Research,Peer Perform,Underperform
2020-01-07,ACN,down,Bank of America,Underperform,Neutral
2020-01-09,ACN,main,Wells Fargo,Overweight,
2020-01-21,ACN,init,Berenberg,Buy,
2020-02-19,ACN,init,Atlantic Equities,Overweight,
2020-03-11,ACN,main,Citigroup,Buy,
2020-03-17,ACN,main,Morgan Stanley,Overweight,
2020-03-17,ACN,main,JP Morgan,Overweight,
2020-03-20,ACN,main,UBS,Neutral,
2020-03-20,ACN,main,Citigroup,Buy,
2020-03-20,ACN,main,Morgan Stanley,Overweight,
2020-04-15,ACN,init,Exane BNP Paribas,Outperform,
2020-05-22,ACN,init,Piper Sandler,Neutral,
2020-06-17,ACN,main,Citigroup,Buy,
2020-06-18,ACN,main,B of A Securities,Underperform,
2020-06-18,ACN,down,Wells Fargo,Equal-Weight,Overweight
2020-06-19,ACN,main,Stifel,Buy,
2020-06-23,ACN,main,Morgan Stanley,Overweight,
2020-06-26,ACN,main,UBS,Neutral,
2020-06-26,ACN,main,Wolfe Research,Peer Perform,
2020-06-26,ACN,main,Baird,Neutral,
2020-09-16,ACN,main,B of A Securities,Underperform,
2020-09-16,ACN,main,Morgan Stanley,Overweight,
2020-09-22,ACN,main,Baird,Neutral,
2020-09-22,ACN,main,Piper Sandler,Neutral,
2020-09-25,ACN,main,B of A Securities,Underperform,
2020-09-25,ACN,main,BMO Capital,Market Perform,
2020-09-28,ACN,main,Barclays,Overweight,
2020-10-13,ACN,main,Morgan Stanley,Overweight,
2012-03-06,ADBE,main,UBS,Buy,
2012-03-16,ADBE,main,Deutsche Bank,Buy,
2012-03-20,ADBE,main,Jefferies,Buy,
2012-03-20,ADBE,main,PiperJaffray,Neutral,
2012-03-20,ADBE,main,Deutsche Bank,Buy,
2012-03-23,ADBE,main,Deutsche Bank,Buy,
2012-09-20,ADBE,main,Stifel Nicolaus,Buy,
2012-09-20,ADBE,main,Bank of America,Buy,
2012-09-20,ADBE,main,UBS,Buy,
2012-12-11,ADBE,main,Jefferies,Hold,
2012-12-14,ADBE,main,Goldman Sachs,Sell,
2012-12-14,ADBE,main,UBS,Buy,
2012-12-14,ADBE,main,Bank of America,Buy,
2012-12-14,ADBE,main,Credit Suisse,Neutral,
2012-12-14,ADBE,main,Deutsche Bank,Buy,
2012-12-14,ADBE,up,JMP Securities,Market Outperform,Market Underperform
2012-12-14,ADBE,down,Janney Capital,Neutral,Buy
2012-12-14,ADBE,main,PiperJaffray,Neutral,
2013-03-07,ADBE,main,Goldman Sachs,Sell,
2013-03-08,ADBE,main,Deutsche Bank,Buy,
2013-03-11,ADBE,down,Bank of America,Neutral,Buy
2013-03-18,ADBE,main,Jefferies,Hold,
2013-03-18,ADBE,main,Citigroup,Buy,
2013-03-20,ADBE,main,Jefferies,Hold,
2013-03-20,ADBE,main,UBS,Buy,
2013-03-20,ADBE,main,PiperJaffray,Neutral,
2013-03-20,ADBE,down,Stifel Nicolaus,Hold,Buy
2013-03-20,ADBE,down,Stifel Nicolaus,Hold,Buy
2013-03-20,ADBE,main,Goldman Sachs,Sell,
2013-03-20,ADBE,main,Deutsche Bank,Buy,
2013-04-11,ADBE,up,Goldman Sachs,Neutral,Sell
2013-04-11,ADBE,init,Evercore Partners,Overweight,
2013-04-19,ADBE,init,B. Riley FBR,Buy,
2013-06-13,ADBE,main,UBS,Buy,
2013-06-19,ADBE,main,Jefferies,Hold,
2013-06-19,ADBE,up,Bank of America,Buy,Neutral
2013-06-26,ADBE,up,Jefferies,Buy,Hold
2013-07-17,ADBE,up,FBR Capital,Market Perform,Underperform
2013-08-26,ADBE,up,Pacific Crest,Outperform,Sector Perform
2013-09-18,ADBE,main,Deutsche Bank,Buy,
2013-10-31,ADBE,main,Morgan Stanley,Equal-Weight,
2013-12-13,ADBE,main,Credit Suisse,Neutral,
2013-12-17,ADBE,up,Argus Capital,Buy,Hold
2014-02-04,ADBE,init,Sterne Agee,Buy,
2014-02-11,ADBE,main,Bank of America,Buy,
2014-02-24,ADBE,init,Susquehanna,Positive,
2014-03-19,ADBE,main,Morgan Stanley,Neutral,
2014-06-18,ADBE,main,FBR Capital,Market Perform,
2014-06-18,ADBE,main,Citigroup,Buy,
2014-06-18,ADBE,main,UBS,Buy,
2014-06-19,ADBE,main,Argus,Buy,
2014-09-17,ADBE,main,CIBC,Buy,
2014-11-18,ADBE,main,Citigroup,Buy,
2014-11-20,ADBE,init,Jefferies,Buy,
2014-11-21,ADBE,init,Jefferies,Buy,
2014-12-12,ADBE,main,Jefferies,Buy,
2014-12-12,ADBE,main,Deutsche Bank,Buy,
2014-12-12,ADBE,main,Citigroup,Buy,
2014-12-12,ADBE,main,Credit Suisse,Neutral,
2014-12-12,ADBE,main,Bank of America,Buy,
2015-02-25,ADBE,init,Pivotal Research,Buy,
2015-03-18,ADBE,main,Citigroup,Buy,
2015-04-09,ADBE,init,Stephens & Co.,Overweight,
2015-05-15,ADBE,init,JP Morgan,Overweight,
2015-06-09,ADBE,init,Wunderlich,Hold,
2015-06-17,ADBE,main,KeyBanc,Overweight,
2015-06-18,ADBE,main,Citigroup,Buy,
2015-08-11,ADBE,up,RBC Capital,Outperform,Sector Perform
2015-08-25,ADBE,up,Baird,Outperform,Neutral
2015-09-02,ADBE,init,Oppenheimer,Perform,
2015-09-18,ADBE,main,Jefferies,Buy,
2015-10-02,ADBE,main,RBC Capital,Outperform,
2015-10-07,ADBE,main,JP Morgan,Overweight,
2015-10-07,ADBE,main,Susquehanna,Positive,
2015-10-14,ADBE,up,Atlantic Equities,Overweight,Neutral
2016-01-06,ADBE,main,Credit Suisse,Neutral,
2016-01-14,ADBE,init,Dougherty,Buy,
2016-03-09,ADBE,main,Goldman Sachs,Neutral,
2016-03-18,ADBE,main,Goldman Sachs,Neutral,
2016-03-18,ADBE,main,RBC Capital,Outperform,
2016-03-18,ADBE,main,Citigroup,Buy,
2016-03-18,ADBE,main,Bernstein,Outperform,
2016-03-18,ADBE,main,Credit Suisse,Neutral,
2016-03-23,ADBE,main,Deutsche Bank,Buy,
2016-03-31,ADBE,init,Canaccord Genuity,Buy,
2016-04-04,ADBE,main,Dougherty,Buy,
2016-06-24,ADBE,init,Cowen & Co.,Outperform,
2016-07-26,ADBE,init,PiperJaffray,Overweight,
2016-08-10,ADBE,init,Stephens & Co.,Overweight,
2016-09-21,ADBE,main,Goldman Sachs,Neutral,
2016-09-21,ADBE,main,Morgan Stanley,Equal-Weight,
2016-09-21,ADBE,main,Credit Suisse,Neutral,
2016-09-21,ADBE,main,Cowen & Co.,Outperform,
2016-09-21,ADBE,main,Canaccord Genuity,Buy,
2016-09-21,ADBE,main,Pacific Crest,Overweight,
2016-09-21,ADBE,main,UBS,Buy,
2016-09-21,ADBE,main,Citigroup,Buy,
2016-09-23,ADBE,main,Argus,Buy,
2016-11-17,ADBE,init,BTIG Research,Neutral,
2017-01-05,ADBE,init,BMO Capital,Outperform,
2017-01-11,ADBE,init,Wells Fargo,Market Perform,
2017-01-12,ADBE,down,Pivotal Research,Hold,Buy
2017-03-17,ADBE,up,Wunderlich,Buy,Hold
2017-03-24,ADBE,up,Credit Suisse,Outperform,Neutral
2017-04-12,ADBE,init,Stifel Nicolaus,Buy,
2017-04-13,ADBE,init,Guggenheim,Buy,
2017-05-02,ADBE,init,Barclays,Overweight,
2017-06-12,ADBE,down,Pivotal Research,Sell,Hold
2017-08-25,ADBE,init,Jefferies,Buy,
2017-09-06,ADBE,init,Moffett Nathanson,Buy,
2017-09-20,ADBE,main,Jefferies,Buy,
2017-09-20,ADBE,main,Canaccord Genuity,Buy,
2017-10-16,ADBE,down,Deutsche Bank,Hold,Buy
2017-10-19,ADBE,main,Barclays,Overweight,
2017-10-19,ADBE,main,Bank of America,Buy,
2017-10-19,ADBE,main,Canaccord Genuity,Buy,
2017-10-19,ADBE,main,Citigroup,Buy,
2017-10-19,ADBE,main,BMO Capital,Outperform,
2017-10-19,ADBE,main,Credit Suisse,Outperform,
2017-10-19,ADBE,up,Pivotal Research,Hold,Sell
2017-10-25,ADBE,main,Argus,Buy,
2017-11-09,ADBE,init,UBS,Buy,
2017-11-22,ADBE,main,KeyBanc,Overweight,Overweight
2017-12-12,ADBE,down,JP Morgan,Neutral,Overweight
2017-12-13,ADBE,main,Morgan Stanley,Equal-Weight,
2018-03-12,ADBE,main,Stifel Nicolaus,Buy,Buy
2018-03-13,ADBE,main,Bank of America,Buy,Buy
2018-03-15,ADBE,main,Barclays,Overweight,Overweight
2018-03-16,ADBE,main,Stifel Nicolaus,Buy,Buy
2018-03-16,ADBE,main,Credit Suisse,Outperform,Outperform
2018-03-16,ADBE,main,Canaccord Genuity,Buy,Buy
2018-03-16,ADBE,main,KeyBanc,Overweight,Overweight
2018-03-16,ADBE,main,JP Morgan,Neutral,Neutral
2018-03-16,ADBE,main,BMO Capital,Outperform,Outperform
2018-03-16,ADBE,main,Bank of America,Buy,Buy
2018-03-16,ADBE,main,Barclays,Overweight,Overweight
2018-03-16,ADBE,main,Morgan Stanley,Equal-Weight,Equal-Weight
2018-03-20,ADBE,up,DZ Bank,Buy,Hold
2018-03-26,ADBE,down,JMP Securities,Market Perform,Market Outperform
2018-06-12,ADBE,main,Barclays,Overweight,Overweight
2018-06-15,ADBE,main,Morgan Stanley,Equal-Weight,Equal-Weight
2018-06-15,ADBE,main,Wells Fargo,Market Perform,Market Perform
2018-06-15,ADBE,main,Canaccord Genuity,Buy,Buy
2018-06-15,ADBE,main,JP Morgan,Neutral,Neutral
2018-06-15,ADBE,main,BMO Capital,Outperform,Outperform
2018-06-15,ADBE,main,Stifel Nicolaus,Buy,Buy
2018-09-14,ADBE,main,Citigroup,Buy,Buy
2018-09-14,ADBE,main,BMO Capital,Outperform,Outperform
2018-09-14,ADBE,main,KeyBanc,Overweight,Overweight
2018-09-14,ADBE,main,Baird,Outperform,Outperform
2018-09-14,ADBE,main,Credit Suisse,Outperform,Outperform
2018-09-14,ADBE,main,Stifel Nicolaus,Buy,Buy
2018-09-14,ADBE,main,Bank of America,Buy,Buy
2018-09-17,ADBE,main,Argus,Buy,Buy
2018-10-16,ADBE,main,Barclays,Overweight,Overweight
2018-10-19,ADBE,init,Wedbush,Neutral,
2018-11-16,ADBE,init,Nomura,Buy,
2018-12-10,ADBE,main,Citigroup,Buy,Buy
2018-12-14,ADBE,main,BMO Capital,Outperform,Outperform
2018-12-14,ADBE,main,KeyBanc,Overweight,Overweight
2018-12-14,ADBE,main,Morgan Stanley,Equal-Weight,Equal-Weight
2018-12-28,ADBE,up,DZ Bank,Buy,Hold
2019-01-07,ADBE,up,Pivotal Research,Buy,Hold
2019-01-09,ADBE,init,Atlantic Equities,Neutral,
2019-01-17,ADBE,init,Stephens & Co.,Equal-Weight,
2019-02-15,ADBE,down,Cowen & Co.,Market Perform,Outperform
2019-02-22,ADBE,down,DZ Bank,Hold,Buy
2019-03-15,ADBE,down,KeyBanc,Sector Weight,Overweight
2019-03-15,ADBE,main,Canaccord Genuity,Buy,Buy
2019-04-29,ADBE,up,Morgan Stanley,Overweight,Equal-Weight
2019-06-19,ADBE,main,Canaccord Genuity,Buy,
2019-06-19,ADBE,main,Bank of America,Buy,
2019-06-19,ADBE,main,Wells Fargo,Market Perform,
2019-06-19,ADBE,main,Barclays,Overweight,
2019-06-19,ADBE,main,Wedbush,Neutral,
2019-06-20,ADBE,up,Stephens & Co.,Overweight,Equal-Weight
2019-09-18,ADBE,main,Nomura,Buy,
2019-09-18,ADBE,main,RBC Capital,Outperform,
2019-09-18,ADBE,main,JP Morgan,Neutral,
2019-09-18,ADBE,main,BMO Capital,Outperform,
2019-09-18,ADBE,main,Citi,Buy,
2019-10-15,ADBE,init,Cleveland Research,Neutral,
2019-10-16,ADBE,down,Citigroup,Neutral,Buy
2019-10-21,ADBE,main,BMO Capital,Outperform,
2019-10-28,ADBE,main,Barclays,Overweight,
2019-11-05,ADBE,main,Wells Fargo,Market Perform,
2019-11-05,ADBE,main,Barclays,Overweight,
2019-11-05,ADBE,main,JP Morgan,Neutral,
2019-11-05,ADBE,main,Citigroup,Neutral,
2019-12-09,ADBE,main,Morgan Stanley,Overweight,
2019-12-11,ADBE,main,BMO Capital,Outperform,
2019-12-13,ADBE,reit,Credit Suisse,Outperform,
2019-12-13,ADBE,reit,Wells Fargo,Equal-Weight,
2019-12-13,ADBE,main,Barclays,Overweight,
2019-12-13,ADBE,main,PiperJaffray,Overweight,
2019-12-13,ADBE,main,Stifel,Buy,
2019-12-13,ADBE,main,Nomura,Buy,
2019-12-13,ADBE,main,Stifel Nicolaus,Buy,
2019-12-13,ADBE,main,Canaccord Genuity,Buy,
2019-12-13,ADBE,main,Wedbush,Neutral,
2020-01-10,ADBE,reit,B of A Securities,Buy,
2020-01-10,ADBE,main,Jefferies,Buy,
2020-01-13,ADBE,main,Credit Suisse,Outperform,
2020-01-16,ADBE,main,Wells Fargo,Equal-Weight,
2020-01-17,ADBE,up,Oppenheimer,Outperform,Perform
2020-01-27,ADBE,up,Cleveland Research,Buy,Neutral
2020-02-19,ADBE,main,UBS,Buy,
2020-03-13,ADBE,up,JP Morgan,Overweight,Neutral
2020-03-13,ADBE,main,Cowen & Co.,Market Perform,
2020-03-13,ADBE,main,Wells Fargo,Equal-Weight,
2020-03-13,ADBE,main,Credit Suisse,Outperform,
2020-03-13,ADBE,main,UBS,Buy,
2020-03-13,ADBE,main,Stifel,Buy,
2020-03-13,ADBE,main,Citigroup,Neutral,
2020-03-16,ADBE,main,Morgan Stanley,Overweight,
2020-03-17,ADBE,main,Oppenheimer,Outperform,
2020-03-17,ADBE,main,CFRA,Buy,
2020-03-25,ADBE,main,Morgan Stanley,Overweight,
2020-03-31,ADBE,main,Piper Sandler,Overweight,
2020-04-30,ADBE,main,BMO Capital,Outperform,
2020-05-14,ADBE,down,DZ Bank,Hold,Buy
2020-06-08,ADBE,main,UBS,Buy,
2020-06-12,ADBE,main,B of A Securities,Buy,
2020-06-12,ADBE,main,RBC Capital,Outperform,
2020-06-12,ADBE,main,Credit Suisse,Outperform,
2020-06-12,ADBE,main,JP Morgan,Overweight,
2020-06-12,ADBE,main,Morgan Stanley,Overweight,
2020-06-15,ADBE,main,Citigroup,Neutral,
2020-09-09,ADBE,main,Barclays,Overweight,
2020-09-09,ADBE,main,Jefferies,Buy,
2020-09-10,ADBE,main,UBS,Buy,
2020-09-10,ADBE,main,RBC Capital,Outperform,
2020-09-11,ADBE,up,Cowen & Co.,Outperform,Market Perform
2020-09-14,ADBE,main,Morgan Stanley,Overweight,
2020-09-16,ADBE,main,B of A Securities,Buy,
2020-09-16,ADBE,main,Credit Suisse,Outperform,
2020-09-16,ADBE,main,BMO Capital,Outperform,
2020-09-16,ADBE,main,Wells Fargo,Equal-Weight,
2020-09-16,ADBE,main,Piper Sandler,Overweight,
2020-09-16,ADBE,main,Stifel,Buy,
2020-09-17,ADBE,up,DZ Bank,Buy,Hold
2012-02-16,AAP,main,Bank of America,Neutral,
2012-02-17,AAP,main,Goldman Sachs,Neutral,
2012-05-15,AAP,main,UBS,Buy,
2012-05-17,AAP,main,Oppenheimer,Perform,
2012-05-17,AAP,down,Deutsche Bank,Hold,
2012-05-18,AAP,main,UBS,Buy,
2012-05-18,AAP,main,JP Morgan,Neutral,
2012-05-18,AAP,main,Deutsche Bank,Hold,
2012-06-27,AAP,main,UBS,Buy,
2012-08-10,AAP,main,Barclays,Equal-Weight,
2012-08-10,AAP,down,Credit Suisse,Neutral,Outperform
2012-09-07,AAP,main,JP Morgan,Neutral,
2012-10-22,AAP,main,Oppenheimer,Perform,
2012-10-22,AAP,main,PiperJaffray,Overweight,
2012-10-22,AAP,main,Deutsche Bank,Hold,
2012-10-22,AAP,main,Goldman Sachs,Neutral,
2012-11-09,AAP,main,Deutsche Bank,Hold,
2013-02-08,AAP,main,Barclays,Equal-Weight,
2013-02-08,AAP,up,JP Morgan,Overweight,Neutral
2013-06-26,AAP,down,Morgan Stanley,Underweight,Equal-Weight
2013-07-26,AAP,up,Deutsche Bank,Buy,Hold
2013-10-14,AAP,init,Wedbush,Underperform,
2013-10-16,AAP,up,Bank of America,Buy,Neutral
2013-10-17,AAP,main,UBS,Buy,
2013-10-17,AAP,up,Wedbush,Outperform,Underperform
2013-10-17,AAP,up,Wedbush,Outperform,Underperform
2013-10-17,AAP,main,Goldman Sachs,Neutral,
2013-10-17,AAP,main,Baird,Outperform,
2013-10-25,AAP,up,RBC Capital,Outperform,Sector Perform
2013-11-01,AAP,down,Deutsche Bank,Hold,
2013-12-13,AAP,up,RBC Capital,Top Pick,Outperform
2014-01-31,AAP,main,JP Morgan,Overweight,
2014-04-04,AAP,down,Baird,Neutral,Outperform
2014-05-16,AAP,main,Nomura,Neutral,
2014-05-16,AAP,main,UBS,Buy,
2014-06-24,AAP,init,Morgan Stanley,Overweight,
2014-06-26,AAP,main,Raymond James,Strong Buy,
2014-06-27,AAP,main,JP Morgan,Overweight,
2014-08-15,AAP,main,JP Morgan,Overweight,
2014-08-15,AAP,main,Credit Suisse,Outperform,
2014-08-15,AAP,main,Nomura,Neutral,
2014-08-15,AAP,main,Raymond James,Strong Buy,
2014-09-11,AAP,main,Wedbush,Outperform,
2014-09-30,AAP,init,William Blair,Outperform,
2014-10-31,AAP,main,Barclays,Equal-Weight,
2014-11-03,AAP,main,JP Morgan,Overweight,
2014-11-03,AAP,main,Barclays,Equal-Weight,
2014-11-07,AAP,main,Citigroup,Neutral,
2014-11-14,AAP,init,Sterne Agee,Buy,
2014-11-17,AAP,main,Morgan Stanley,Overweight,
2015-01-05,AAP,main,Citigroup,Neutral,
2015-01-08,AAP,up,Deutsche Bank,Buy,Hold
2015-01-09,AAP,down,RBC Capital,Outperform,Top Pick
2015-02-09,AAP,main,JP Morgan,Overweight,
2015-02-13,AAP,main,Deutsche Bank,Buy,
2015-02-17,AAP,main,JP Morgan,Overweight,
2015-08-05,AAP,down,Evercore ISI Group,Hold,Buy
2015-09-15,AAP,init,Jefferies,Hold,
2015-11-13,AAP,main,Jefferies,Hold,
2016-02-05,AAP,main,UBS,Buy,
2016-02-12,AAP,main,Deutsche Bank,Buy,
2016-03-30,AAP,init,Barclays,Underperform,
2016-04-06,AAP,main,Goldman Sachs,Neutral,
2016-04-15,AAP,init,Gabelli & Co.,Hold,
2016-05-05,AAP,down,Raymond James,Market Perform,Strong Buy
2016-05-06,AAP,up,Goldman Sachs,Buy,Neutral
2016-05-20,AAP,main,Citigroup,Neutral,
2016-05-20,AAP,main,Morgan Stanley,Overweight,
2016-06-01,AAP,init,BTIG Research,Sell,
2016-08-17,AAP,main,Citigroup,Neutral,
2016-08-17,AAP,main,Deutsche Bank,Buy,
2016-10-19,AAP,main,BTIG Research,Sell,
2016-11-15,AAP,up,Susquehanna,Positive,Neutral
2016-11-15,AAP,up,Raymond James,Strong Buy,Outperform
2016-12-14,AAP,init,Atlantic Equities,Overweight,
2017-01-13,AAP,down,Bank of America,Neutral,Buy
2017-01-17,AAP,init,Guggenheim,Neutral,
2017-03-15,AAP,reit,Wedbush,Outperform,
2017-07-07,AAP,down,Bank of America,Underperform,Neutral
2017-07-07,AAP,up,Jefferies,Buy,Hold
2017-08-16,AAP,main,Barclays,Underweight,
2017-08-16,AAP,main,Bank of America,Underperform,
2017-08-21,AAP,up,Barclays,Equal-Weight,Underweight
2017-09-12,AAP,down,Citigroup,Sell,Neutral
2017-09-18,AAP,main,Argus,Buy,
2017-10-04,AAP,down,Raymond James,Market Perform,Strong Buy
2017-10-25,AAP,main,BTIG Research,Sell,
2017-11-08,AAP,main,Morgan Stanley,Overweight,
2017-11-15,AAP,main,Morgan Stanley,Overweight,
2017-11-15,AAP,main,JP Morgan,Overweight,
2017-11-16,AAP,main,Citigroup,Sell,
2017-12-04,AAP,init,Moffett Nathanson,Neutral,
2018-02-22,AAP,main,Barclays,Equal-Weight,Equal-Weight
2018-02-22,AAP,main,Stephens & Co.,Equal-Weight,Equal-Weight
2018-02-22,AAP,main,Baird,Neutral,Neutral
