Date,Ticker,Action,Firm,To Grade,From Grade
2015-08-07,HII,main,Credit Suisse,Underperform,
2015-10-01,HII,init,Cowen & Co.,Market Perform,
2015-11-06,HII,main,Deutsche Bank,Buy,
2015-11-06,HII,up,Wells Fargo,Outperform,Market Perform
2015-11-09,HII,main,Barclays,Underweight,
2016-01-08,HII,up,Cowen & Co.,Outperform,Market Perform
2016-01-15,HII,up,Credit Suisse,Neutral,Underperform
2016-01-20,HII,init,Guggenheim,Buy,
2016-05-24,HII,down,Stifel Nicolaus,Sell,Hold
2016-07-11,HII,main,Deutsche Bank,Buy,
2016-09-06,HII,main,Citigroup,Buy,
2016-09-07,HII,main,Citigroup,Buy,
2016-09-20,HII,down,Cowen & Co.,Market Perform,Outperform
2016-12-05,HII,main,Deutsche Bank,Buy,
2017-01-12,HII,up,Bank of America,Buy,Neutral
2017-03-01,HII,down,Citigroup,Neutral,Buy
2017-10-09,HII,main,Citigroup,Neutral,
2017-11-09,HII,main,Credit Suisse,Neutral,
2018-02-02,HII,up,Cowen & Co.,Outperform,Market Perform
2018-02-16,HII,up,Credit Suisse,Outperform,Neutral
2018-03-29,HII,init,Barclays,Overweight,
2018-05-04,HII,main,Credit Suisse,Outperform,Outperform
2018-05-04,HII,down,Wells Fargo,Outperform,Market Perform
2018-05-04,HII,main,Stifel Nicolaus,Sell,Sell
2018-05-09,HII,up,Citigroup,Buy,Neutral
2018-06-26,HII,init,Vertical Research,Buy,
2018-08-16,HII,init,UBS,Buy,
2018-08-23,HII,init,Seaport Global,Neutral,
2018-09-12,HII,init,Buckingham,Buy,
2018-10-11,HII,down,Goldman Sachs,Sell,Neutral
2018-12-04,HII,main,Barclays,Overweight,Overweight
2019-01-14,HII,main,Citigroup,Buy,Buy
2019-01-23,HII,down,Barclays,Underweight,Overweight
2019-08-06,HII,reit,Bank of America,Buy,
2019-08-08,HII,main,Buckingham Research,Buy,
2019-11-08,HII,main,UBS,Buy,
2020-01-15,HII,main,UBS,Buy,
2020-01-22,HII,down,Cowen & Co.,Market Perform,Outperform
2020-01-30,HII,main,Credit Suisse,Outperform,
2020-02-14,HII,main,UBS,Buy,
2020-02-18,HII,down,Alembic Global,Neutral,Overweight
2020-02-19,HII,main,UBS,Buy,
2020-02-27,HII,down,Buckingham Research,Neutral,Buy
2020-04-28,HII,down,Credit Suisse,Neutral,Outperform
2020-05-19,HII,init,Seaport Global,Neutral,
2020-05-21,HII,init,RBC Capital,Outperform,
2020-05-22,HII,up,Stifel,Hold,Sell
2020-06-11,HII,main,UBS,Buy,
2020-10-01,HII,main,Barclays,Equal-Weight,
2020-10-02,HII,main,JP Morgan,Neutral,
2020-11-09,HII,main,Bernstein,Market Perform,
2012-02-08,IEX,main,Jefferies,Buy,
2012-03-13,IEX,init,Stifel Nicolaus,Buy,
2012-04-24,IEX,main,Barrington Research,Outperform,
2012-04-25,IEX,main,Stifel Nicolaus,Buy,
2012-04-25,IEX,main,Jefferies,Buy,
2012-07-24,IEX,main,Barrington Research,Outperform,
2012-07-24,IEX,main,Brean Capital,Buy,
2012-07-25,IEX,main,BMO Capital,Market Perform,
2012-07-25,IEX,main,Jefferies,Buy,
2012-07-30,IEX,main,UBS,Neutral,
2012-09-17,IEX,init,Citigroup,Buy,
2012-10-02,IEX,down,Oppenheimer,Perform,Outperform
2012-10-08,IEX,main,Stifel Nicolaus,Buy,
2012-10-24,IEX,main,BMO Capital,Market Perform,
2012-10-24,IEX,main,Stifel Nicolaus,Buy,
2012-11-07,IEX,main,UBS,Neutral,
2012-12-12,IEX,down,Brean Capital,Hold,Buy
2012-12-12,IEX,down,CL King,Neutral,Buy
2013-02-06,IEX,down,Stifel Nicolaus,Hold,Buy
2013-02-06,IEX,main,BMO Capital,Market Perform,
2013-02-06,IEX,main,Jefferies,Hold,
2013-03-15,IEX,init,BB&T Capital,Hold,
2013-03-18,IEX,main,Citigroup,Buy,
2013-04-23,IEX,main,Jefferies,Hold,
2013-04-24,IEX,main,Jefferies,Hold,
2013-05-08,IEX,down,Citigroup,Neutral,Buy
2013-07-24,IEX,main,Jefferies,Hold,
2013-08-15,IEX,init,Janney Capital,Buy,
2013-10-01,IEX,init,Longbow Research,Neutral,
2013-10-23,IEX,main,Jefferies,Hold,
2013-11-19,IEX,init,Cowen & Co.,Market Perform,
2014-01-31,IEX,up,Brean Capital,Buy,Hold
2014-01-31,IEX,main,Citigroup,Neutral,
2014-07-24,IEX,down,Janney Capital,Neutral,Buy
2014-11-25,IEX,init,RBC Capital,Outperform,
2014-12-10,IEX,main,Jefferies,Hold,
2015-01-30,IEX,main,Jefferies,Hold,
2015-04-22,IEX,main,Jefferies,Hold,
2015-06-11,IEX,main,Baird,Outperform,
2015-06-12,IEX,main,Jefferies,Hold,
2015-09-29,IEX,init,Bernstein,Outperform,
2015-11-03,IEX,init,SunTrust Robinson Humphrey,Neutral,
2016-04-04,IEX,down,Bernstein,Market Perform,Outperform
2016-04-05,IEX,init,BMO Capital,Market Perform,
2016-05-23,IEX,init,KeyBanc,Sector Weight,
2016-06-21,IEX,init,Janney Capital,Neutral,
2016-07-19,IEX,up,Janney Capital,Buy,Neutral
2016-12-07,IEX,down,RBC Capital,Sector Perform,Outperform
2017-03-02,IEX,down,Janney Capital,Neutral,Buy
2018-01-23,IEX,init,UBS,Neutral,
2018-04-12,IEX,init,DA Davidson,Neutral,
2018-04-16,IEX,main,Stifel Nicolaus,Hold,Hold
2018-05-01,IEX,main,BMO Capital,Market Perform,Market Perform
2018-05-01,IEX,main,Baird,Outperform,Outperform
2018-07-26,IEX,main,Stifel Nicolaus,Hold,Hold
2018-10-08,IEX,main,Stifel Nicolaus,Hold,Hold
2018-10-25,IEX,up,Janney Capital,Buy,Neutral
2018-10-25,IEX,main,Baird,Outperform,Outperform
2019-01-04,IEX,up,RBC Capital,Outperform,Sector Perform
2019-04-16,IEX,main,Stifel Nicolaus,Hold,Hold
2019-05-15,IEX,init,Berenberg,Buy,
2019-07-15,IEX,main,Stifel Nicolaus,Hold,
2019-07-29,IEX,main,Stifel Nicolaus,Hold,
2019-10-31,IEX,main,Wells Fargo,Outperform,
2019-11-07,IEX,init,Rosenblatt,Buy,
2020-01-30,IEX,down,Janney Capital,Sell,Neutral
2020-01-31,IEX,main,Baird,Outperform,
2020-01-31,IEX,main,RBC Capital,Outperform,
2020-03-16,IEX,up,Stifel,Buy,Hold
2020-03-16,IEX,main,Wells Fargo,Overweight,
2020-03-31,IEX,up,Cowen & Co.,Outperform,Market Perform
2020-04-08,IEX,down,Janney Capital,Neutral,Buy
2020-04-27,IEX,main,Rosenblatt,Buy,
2020-04-27,IEX,main,Wells Fargo,Overweight,
2020-07-02,IEX,main,Rosenblatt,Buy,
2020-07-27,IEX,main,Rosenblatt,Buy,
2020-09-22,IEX,main,Rosenblatt,Buy,
2012-03-15,IDXX,init,Feltl & Co.,Hold,
2012-04-20,IDXX,main,Bank oferica,Buy,
2012-04-23,IDXX,main,Feltl & Co.,Hold,
2012-08-28,IDXX,init,Canaccord Genuity,Hold,
2012-11-08,IDXX,init,Stifel Nicolaus,Hold,
2013-01-29,IDXX,main,Canaccord Genuity,Hold,
2013-04-23,IDXX,main,Canaccord Genuity,Hold,
2014-01-30,IDXX,down,Feltl & Co.,Sell,Hold
2014-06-24,IDXX,up,Canaccord Genuity,Buy,Hold
2014-10-27,IDXX,main,Stifel Nicolaus,Buy,
2014-10-28,IDXX,main,Canaccord Genuity,Buy,
2015-01-16,IDXX,main,Stifel Nicolaus,Buy,
2015-04-29,IDXX,main,Canaccord Genuity,Buy,
2015-04-29,IDXX,main,Stifel Nicolaus,Buy,
2015-07-23,IDXX,up,Feltl & Co.,Hold,Sell
2015-08-28,IDXX,down,Raymond James,Market Perform,Outperform
2016-02-03,IDXX,init,Credit Suisse,Outperform,
2016-03-21,IDXX,main,Stifel Nicolaus,Buy,
2016-04-01,IDXX,init,CL King,Neutral,
2016-04-13,IDXX,main,Credit Suisse,Outperform,
2017-06-01,IDXX,init,Aegis Capital,Sell,
2017-08-23,IDXX,up,Bank of America,Buy,Neutral
2018-01-16,IDXX,init,PiperJaffray,Overweight,
2018-02-02,IDXX,main,Bank of America,Buy,Buy
2018-05-07,IDXX,main,Stifel Nicolaus,Buy,Buy
2018-06-01,IDXX,main,Credit Suisse,Outperform,Outperform
2018-06-21,IDXX,main,Credit Suisse,Outperform,Outperform
2018-07-10,IDXX,main,Stifel Nicolaus,Buy,Buy
2018-08-17,IDXX,main,Credit Suisse,Outperform,Outperform
2018-11-02,IDXX,main,Bank of America,Buy,Buy
2018-11-05,IDXX,main,Canaccord Genuity,Buy,Buy
2019-05-02,IDXX,main,Canaccord Genuity,Buy,Buy
2019-05-23,IDXX,init,Guggenheim,Buy,
2019-07-22,IDXX,main,Stifel Nicolaus,Buy,
2019-08-16,IDXX,main,Credit Suisse,Outperform,
2019-09-09,IDXX,init,Goldman Sachs,Neutral,
2020-05-01,IDXX,main,Stifel,Buy,
2020-07-20,IDXX,main,B of A Securities,Buy,
2020-07-30,IDXX,main,Stifel,Buy,
2020-08-17,IDXX,main,Credit Suisse,Outperform,
2012-04-13,ITW,down,Morgan Stanley,Underweight,
2012-04-23,ITW,main,Barrington Research,Outperform,
2012-04-25,ITW,main,Goldman Sachs,Sell,
2012-04-25,ITW,main,Barrington Research,Outperform,
2012-04-25,ITW,main,Jefferies,Buy,
2012-05-25,ITW,up,JP Morgan,Overweight,
2012-07-11,ITW,main,JP Morgan,Overweight,
2012-07-12,ITW,main,Citigroup,Neutral,
2012-07-18,ITW,main,Jefferies,Buy,
2012-07-25,ITW,main,Barclays,Equal-Weight,
2012-07-27,ITW,init,BMO Capital,Outperform,
2012-08-03,ITW,up,ISI Group,Buy,Hold
2012-09-05,ITW,main,Citigroup,Neutral,
2012-10-09,ITW,down,JP Morgan,Neutral,Overweight
2012-10-12,ITW,init,Deutsche Bank,Buy,
2012-10-15,ITW,main,Jefferies,Buy,
2012-10-24,ITW,main,Barrington Research,Outperform,
2012-10-24,ITW,main,Barclays,Equal-Weight,
2012-10-24,ITW,main,BMO Capital,Outperform,
2012-10-24,ITW,main,Credit Suisse,Neutral,
2012-11-08,ITW,down,ISI Group,Hold,Buy
2012-12-12,ITW,main,Jefferies,Buy,
2013-01-02,ITW,up,ISI Group,Buy,Hold
2013-01-08,ITW,down,JP Morgan,Underweight,Neutral
2013-01-11,ITW,main,Barclays,Equal-Weight,
2013-01-30,ITW,down,BMO Capital,Market Perform,Outperform
2013-01-31,ITW,main,Jefferies,Buy,
2013-03-12,ITW,init,Tigress Financial,Neutral,
2013-03-18,ITW,main,Citigroup,Neutral,
2013-03-25,ITW,main,Deutsche Bank,Buy,
2013-03-28,ITW,main,Deutsche Bank,Buy,
2013-04-01,ITW,main,Deutsche Bank,Buy,
2013-04-24,ITW,main,BMO Capital,Market Perform,
2013-06-24,ITW,down,Goldman Sachs,Sell,Neutral
2013-07-23,ITW,down,UBS,Neutral,Buy
2013-07-24,ITW,main,Jefferies,Buy,
2013-07-24,ITW,main,Stifel Nicolaus,Buy,
2013-08-09,ITW,down,ISI Group,Neutral,Buy
2013-09-25,ITW,main,Stifel Nicolaus,Buy,
2013-09-25,ITW,main,Citigroup,Neutral,
2013-10-23,ITW,main,Jefferies,Buy,
2013-11-07,ITW,down,ISI Group,Cautious,Neutral
2014-02-24,ITW,up,ISI Group,Neutral,Cautious
2014-04-23,ITW,main,Barclays,Equal-Weight,
2014-04-23,ITW,main,Citigroup,Hold,
2014-04-23,ITW,main,Stifel Nicolaus,Buy,
2014-05-13,ITW,init,JP Morgan,Neutral,
2014-05-15,ITW,main,Credit Suisse,Neutral,
2014-05-15,ITW,main,Jefferies,Buy,
2014-07-09,ITW,up,Argus,Buy,Hold
2014-07-30,ITW,main,Credit Suisse,Neutral,
2014-08-07,ITW,up,ISI Group,Buy,Neutral
2014-10-13,ITW,main,Barclays,Equal-Weight,
2014-11-25,ITW,init,RBC Capital,Sector Perform,
2014-12-08,ITW,main,Barclays,Equal-Weight,
2014-12-08,ITW,main,Stifel Nicolaus,Buy,
2014-12-08,ITW,up,Seaport Global,Buy,Accumulate
2014-12-08,ITW,main,UBS,Neutral,
2015-01-16,ITW,main,Jefferies,Buy,
2015-01-28,ITW,main,Barclays,Equal-Weight,
2015-04-17,ITW,main,Barclays,Equal-Weight,
2015-04-22,ITW,main,Barclays,Equal-Weight,
2015-07-23,ITW,main,BMO Capital,Outperform,
2015-09-03,ITW,down,Goldman Sachs,Sell,Neutral
2016-01-11,ITW,init,Barclays,Equal-Weight,
2016-01-19,ITW,main,Barclays,Equal-Weight,
2016-01-21,ITW,init,Citigroup,Buy,
2016-01-28,ITW,main,Barclays,Equal-Weight,
2016-01-28,ITW,main,BMO Capital,Outperform,
2016-01-29,ITW,main,Barclays,Equal-Weight,
2016-03-02,ITW,main,JP Morgan,Neutral,
2016-04-21,ITW,main,Argus,Buy,
2016-04-21,ITW,main,Morgan Stanley,Equal-Weight,
2016-04-21,ITW,main,Seaport Global,Buy,
2016-04-21,ITW,main,Baird,Outperform,
2016-06-23,ITW,down,Baird,Neutral,Outperform
2016-07-15,ITW,main,Deutsche Bank,Buy,
2016-07-25,ITW,main,UBS,Neutral,
2016-10-11,ITW,main,Jefferies,Buy,
2016-11-21,ITW,down,Goldman Sachs,Neutral,Buy
2017-02-17,ITW,down,Goldman Sachs,Sell,Neutral
2017-03-27,ITW,down,Stifel Nicolaus,Hold,Buy
2017-06-01,ITW,up,Goldman Sachs,Buy,Sell
2017-07-10,ITW,main,Morgan Stanley,Equal-Weight,
2017-07-25,ITW,main,Morgan Stanley,Equal-Weight,
2017-08-07,ITW,down,Evercore ISI Group,In-Line,Outperform
2017-08-17,ITW,down,JP Morgan,Underweight,Neutral
2017-10-02,ITW,main,Morgan Stanley,Equal-Weight,
2017-10-09,ITW,main,Citigroup,Buy,
2017-10-10,ITW,main,Citigroup,Buy,
2017-10-10,ITW,up,JP Morgan,Neutral,Underweight
2017-10-24,ITW,main,Morgan Stanley,Equal-Weight,
2017-10-24,ITW,main,BMO Capital,Outperform,
2017-10-24,ITW,main,Credit Suisse,Neutral,
2017-10-24,ITW,main,Argus,Buy,
2017-12-11,ITW,init,Bank of America,Buy,
2018-01-04,ITW,down,BMO Capital,Market Perform,Outperform
2018-01-25,ITW,main,Credit Suisse,Neutral,Neutral
2018-01-25,ITW,main,Wells Fargo,Outperform,
2018-01-25,ITW,main,BMO Capital,Market Perform,Market Perform
2018-01-25,ITW,main,Citigroup,Buy,Buy
2018-01-25,ITW,main,JP Morgan,Neutral,Neutral
2018-04-10,ITW,main,JP Morgan,Neutral,Neutral
2018-04-16,ITW,main,Stifel Nicolaus,Hold,Hold
2018-04-27,ITW,main,Stifel Nicolaus,Hold,Hold
2018-05-02,ITW,main,Bank of America,Buy,Buy
2018-05-04,ITW,main,BMO Capital,Market Perform,Market Perform
2018-07-24,ITW,main,Stifel Nicolaus,Hold,Hold
2018-07-24,ITW,main,Deutsche Bank,Hold,Hold
2018-07-24,ITW,main,Citigroup,Buy,Buy
2018-07-24,ITW,main,Credit Suisse,Neutral,Neutral
2018-07-24,ITW,main,Baird,Neutral,Neutral
2018-07-24,ITW,down,Goldman Sachs,Neutral,Buy
2018-07-24,ITW,down,Bank of America,Neutral,Buy
2018-08-21,ITW,init,Morgan Stanley,Equal-Weight,
2018-10-25,ITW,main,Morgan Stanley,Equal-Weight,Equal-Weight
2018-10-25,ITW,main,Baird,Neutral,Neutral
2018-10-25,ITW,main,Citigroup,Buy,Buy
2018-10-25,ITW,main,Wells Fargo,Outperform,Outperform
2018-10-25,ITW,down,Seaport Global,Neutral,Buy
2018-10-25,ITW,main,Credit Suisse,Neutral,Neutral
2018-12-17,ITW,down,Morgan Stanley,Underweight,Equal-Weight
2018-12-17,ITW,down,Deutsche Bank,Sell,Hold
2019-01-10,ITW,down,JP Morgan,Underweight,Neutral
2019-02-05,ITW,down,Bank of America,Underperform,Neutral
2019-02-25,ITW,main,BMO Capital,Market Perform,Market Perform
2019-04-16,ITW,main,Stifel Nicolaus,Hold,Hold
2019-04-26,ITW,main,Argus Research,Buy,Buy
2019-04-26,ITW,up,JP Morgan,Neutral,Underweight
2019-05-10,ITW,main,UBS,Neutral,
2019-06-26,ITW,down,Northcoast Research,Sell,Neutral
2019-07-29,ITW,main,Stifel Nicolaus,Hold,
2019-07-29,ITW,main,UBS,Neutral,
2019-09-23,ITW,down,Goldman Sachs,Sell,Neutral
2019-10-15,ITW,main,Citigroup,Neutral,
2019-10-16,ITW,main,Morgan Stanley,Underweight,
2019-10-28,ITW,main,Wells Fargo,Outperform,
2019-10-28,ITW,main,Credit Suisse,Neutral,
2019-10-28,ITW,main,UBS,Neutral,
2019-10-28,ITW,main,Morgan Stanley,Underweight,
2019-12-04,ITW,main,Deutsche Bank,Sell,
2020-01-16,ITW,main,UBS,Neutral,
2020-01-31,ITW,main,CFRA,Sell,
2020-02-03,ITW,main,Morgan Stanley,Underweight,
2020-03-17,ITW,main,Morgan Stanley,Underweight,
2020-03-23,ITW,up,Morgan Stanley,Equal-Weight,Underweight
2020-03-30,ITW,main,Wells Fargo,Overweight,
2020-03-31,ITW,down,Jefferies,Hold,Buy
2020-04-01,ITW,main,Citigroup,Neutral,
2020-04-09,ITW,main,Deutsche Bank,Sell,
2020-04-15,ITW,main,Morgan Stanley,Equal-Weight,
2020-04-16,ITW,main,Wells Fargo,Overweight,
2020-05-06,ITW,main,Baird,Neutral,
2020-05-06,ITW,main,JP Morgan,Neutral,
2020-05-06,ITW,main,Credit Suisse,Neutral,
2020-05-06,ITW,main,Citigroup,Neutral,
2020-05-06,ITW,up,Deutsche Bank,Hold,Sell
2020-05-07,ITW,main,Morgan Stanley,Overweight,
2020-07-13,ITW,down,Morgan Stanley,Underweight,Equal-Weight
2020-08-03,ITW,main,B of A Securities,Underperform,
2020-08-03,ITW,main,Morgan Stanley,Underweight,
2020-08-25,ITW,init,Barclays,Equal-Weight,
2020-10-13,ITW,main,Morgan Stanley,Underweight,
2020-10-26,ITW,main,Stifel,Hold,
2020-10-26,ITW,main,Morgan Stanley,Underweight,
2020-10-29,ITW,up,B of A Securities,Neutral,Underperform
2012-03-06,ILMN,init,Morgan Stanley,Equal-Weight,
2012-03-22,ILMN,init,Morgan Stanley,Equal-Weight,
2012-04-24,ILMN,main,Wedbush,Outperform,
2012-04-24,ILMN,main,JP Morgan,Overweight,
2012-04-24,ILMN,main,UBS,Neutral,
2012-04-24,ILMN,main,Citigroup,Neutral,
2012-07-10,ILMN,init,ISI Group,Market Weight,
2012-07-23,ILMN,main,Barclays,Overweight,
2012-10-10,ILMN,main,Cantor Fitzgerald,Hold,
2012-10-16,ILMN,main,Citigroup,Neutral,
2012-10-24,ILMN,main,Goldman Sachs,Neutral,
2012-10-24,ILMN,down,CLSA,Underperform,Outperform
2012-11-26,ILMN,down,Baird,Neutral,Outperform
2013-01-04,ILMN,down,Wedbush,Neutral,Outperform
2013-01-04,ILMN,up,PiperJaffray,Overweight,Neutral
2013-01-08,ILMN,main,ISI Group,Neutral,
2013-01-29,ILMN,main,Cantor Fitzgerald,Hold,
2013-01-29,ILMN,main,ISI Group,Neutral,
2013-01-29,ILMN,down,First Analysis,Equal-Weight,Overweight
2013-01-29,ILMN,main,Credit Suisse,Outperform,
2013-03-01,ILMN,up,UBS,Buy,Neutral
2013-04-23,ILMN,main,Credit Suisse,Outperform,
2013-05-15,ILMN,main,Bank of America,Buy,
2013-07-02,ILMN,down,PiperJaffray,Neutral,Overweight
2013-07-24,ILMN,main,Credit Suisse,Outperform,
2013-08-15,ILMN,init,Janney Capital,Neutral,
2013-09-09,ILMN,init,Wells Fargo,Outperform,
2013-12-12,ILMN,main,Bank of America,Buy,
2013-12-18,ILMN,init,JMP Securities,Market Outperform,
2013-12-19,ILMN,main,Mizuho,Buy,
2014-02-18,ILMN,main,Bank of America,Buy,
2014-03-05,ILMN,main,JMP Securities,Market Outperform,
2014-04-02,ILMN,up,Macquarie,Outperform,Neutral
2014-04-23,ILMN,main,Bank of America,Buy,
2014-04-23,ILMN,up,Maxim Group,Buy,Hold
2014-04-23,ILMN,main,Leerink Swann,Outperform,
2014-07-24,ILMN,main,Macquarie,Outperform,
2014-07-24,ILMN,main,JP Morgan,Overweight,
2014-07-24,ILMN,main,Credit Suisse,Outperform,
2014-08-01,ILMN,init,Tigress Financial,Buy,
2014-08-12,ILMN,init,Stifel Nicolaus,Buy,
2014-08-20,ILMN,up,Wedbush,Outperform,Neutral
2014-09-08,ILMN,init,Morgan Stanley,Equal-weight,
2014-10-03,ILMN,init,BTIG Research,Buy,
2014-10-16,ILMN,up,PiperJaffray,Overweight,Neutral
2014-10-21,ILMN,up,Janney Capital,Buy,Neutral
2014-10-27,ILMN,main,Stifel Nicolaus,Buy,
2015-01-06,ILMN,main,JP Morgan,Overweight,
2015-01-28,ILMN,main,Barclays,Equal-Weight,
2015-03-10,ILMN,init,UBS,Buy,
2015-04-22,ILMN,main,Citigroup,Buy,
2015-04-23,ILMN,up,Tigress Financial,Strong Buy,Buy
2015-05-21,ILMN,up,Morgan Stanley,Overweight,Equal-Weight
2015-07-17,ILMN,init,Canaccord Genuity,Buy,
2015-07-22,ILMN,down,Janney Capital,Neutral,Buy
2015-08-27,ILMN,init,Cantor Fitzgerald,Buy,
2015-10-01,ILMN,down,Leerink Swann,Market Perform,Outperform
2015-10-02,ILMN,main,Cowen & Co.,Outperform,
2015-10-06,ILMN,down,Mizuho,Neutral,Buy
2015-10-06,ILMN,main,Leerink Swann,Market Perform,
2015-10-13,ILMN,main,Barclays,Equal-Weight,
2015-10-21,ILMN,main,PiperJaffray,Overweight,
2016-01-06,ILMN,init,Avondale Partners,Market Perform,
2016-01-06,ILMN,init,Deutsche Bank,Hold,
2016-01-07,ILMN,down,Wells Fargo,Market Perform,Outperform
2016-01-11,ILMN,main,Deutsche Bank,Hold,
2016-02-03,ILMN,main,Baird,Neutral,
2016-02-04,ILMN,down,Canaccord Genuity,Hold,Buy
2016-03-30,ILMN,init,Argus,Buy,
2016-04-19,ILMN,main,Cowen & Co.,Outperform,
2016-04-19,ILMN,down,Cantor Fitzgerald,Hold,Buy
2016-04-19,ILMN,down,Bank of America,Neutral,Buy
2016-04-19,ILMN,main,Morgan Stanley,Equal-Weight,
2016-04-19,ILMN,main,Barclays,Equal-Weight,
2016-04-19,ILMN,main,Leerink Swann,Market Perform,
2016-05-03,ILMN,main,Nomura,Buy,
2016-05-03,ILMN,main,Morgan Stanley,Equal-Weight,
2016-05-04,ILMN,main,Citigroup,Buy,
2016-06-22,ILMN,init,CL King,Buy,
2016-07-05,ILMN,down,Morgan Stanley,Underweight,
2016-07-27,ILMN,main,JP Morgan,Overweight,
2016-08-08,ILMN,main,Argus,Buy,
2016-08-22,ILMN,down,CL King,Neutral,Buy
2016-09-12,ILMN,main,Citigroup,Buy,
2016-10-11,ILMN,main,Barclays,Equal-Weight,
2016-10-11,ILMN,down,Janney Capital,Sell,Neutral
2016-10-11,ILMN,down,Citigroup,Neutral,Buy
2016-10-12,ILMN,main,Citigroup,Neutral,
2016-11-02,ILMN,down,First Analysis,Underweight,Equal-Weight
2017-01-10,ILMN,up,Bank of America,Buy,Neutral
2017-01-18,ILMN,init,Deutsche Bank,Hold,
2017-02-27,ILMN,up,Evercore ISI Group,Buy,Hold
2017-03-20,ILMN,up,Leerink Swann,Outperform,Market Perform
2017-07-10,ILMN,main,Morgan Stanley,Underweight,
2017-08-07,ILMN,up,Canaccord Genuity,Buy,Hold
2017-09-13,ILMN,main,Argus,Buy,
2017-10-23,ILMN,up,Deutsche Bank,Buy,Hold
2017-10-23,ILMN,up,Janney Capital,Neutral,Sell
2017-10-25,ILMN,main,Citigroup,Neutral,
2017-10-25,ILMN,main,Bank of America,Buy,
2017-10-25,ILMN,main,Wells Fargo,Market Perform,
2017-10-25,ILMN,up,Baird,Outperform,Neutral
2017-10-25,ILMN,main,Barclays,Equal-Weight,
2017-12-14,ILMN,main,Morgan Stanley,Underweight,
2018-01-02,ILMN,up,Wells Fargo,Outperform,Market Perform
2018-01-04,ILMN,init,Evercore ISI Group,Outperform,
2018-01-05,ILMN,init,BTIG Research,Neutral,
2018-01-05,ILMN,down,William Blair,Market Perform,Outperform
2018-01-31,ILMN,up,First Analysis,Overweight,Equal-Weight
2018-01-31,ILMN,main,Leerink Swann,Outperform,Outperform
2018-01-31,ILMN,main,Barclays,Equal-Weight,Equal-Weight
2018-01-31,ILMN,main,Morgan Stanley,Underweight,Underweight
2018-02-06,ILMN,main,Citigroup,Buy,Neutral
2018-04-11,ILMN,main,Morgan Stanley,Underweight,Underweight
2018-04-25,ILMN,main,Barclays,Equal-Weight,Equal-Weight
2018-04-25,ILMN,main,Morgan Stanley,Underweight,Underweight
2018-04-25,ILMN,main,Baird,Outperform,Outperform
2018-05-07,ILMN,up,Barclays,Overweight,Equal-Weight
2018-05-29,ILMN,main,Canaccord Genuity,Buy,Buy
2018-05-31,ILMN,main,Morgan Stanley,Underweight,Underweight
2018-06-25,ILMN,main,Citigroup,Buy,Buy
2018-07-10,ILMN,main,Cowen & Co.,Outperform,Outperform
2018-07-13,ILMN,main,Morgan Stanley,Underweight,Underweight
2018-07-17,ILMN,main,PiperJaffray,Overweight,Overweight
2018-07-31,ILMN,main,Bank of America,Buy,Buy
2018-07-31,ILMN,main,Barclays,Overweight,Overweight
2018-07-31,ILMN,main,Deutsche Bank,Buy,Buy
2018-07-31,ILMN,main,Canaccord Genuity,Buy,Buy
2018-07-31,ILMN,main,Citigroup,Buy,Buy
2018-08-07,ILMN,up,Morgan Stanley,Equal-Weight,Underweight
2018-08-10,ILMN,main,Argus,Buy,Buy
2018-10-24,ILMN,main,Barclays,Overweight,Overweight
2019-01-03,ILMN,up,UBS,Buy,Neutral
2019-01-07,ILMN,main,Morgan Stanley,Equal-Weight,Equal-Weight
2019-01-25,ILMN,down,Deutsche Bank,Hold,Buy
2019-07-12,ILMN,main,Deutsche Bank,Hold,
2019-07-12,ILMN,down,Bank of America,Underperform,Buy
2019-07-30,ILMN,main,UBS,Buy,
2019-07-30,ILMN,main,Piper Jaffray,Overweight,
2019-07-30,ILMN,down,Canaccord Genuity,Hold,Buy
2019-09-25,ILMN,main,Argus Research,Buy,
2019-10-25,ILMN,init,Guggenheim,Buy,
2019-10-25,ILMN,main,Canaccord Genuity,Hold,
2019-10-25,ILMN,main,Piper Jaffray,Overweight,
2019-11-15,ILMN,init,Stifel Nicolaus,Buy,
2019-12-18,ILMN,main,Cowen & Co.,Outperform,
2020-01-02,ILMN,down,Evercore ISI Group,In-Line,Outperform
2020-01-07,ILMN,init,Citigroup,Buy,
2020-01-08,ILMN,init,Wells Fargo,Underweight,
2020-01-09,ILMN,main,Piper Sandler,Overweight,
2020-01-30,ILMN,main,Wells Fargo,Underweight,
2020-01-30,ILMN,main,Citigroup,Buy,
2020-03-20,ILMN,main,Citigroup,Buy,
2020-03-26,ILMN,main,Barclays,Overweight,
2020-03-30,ILMN,main,Wells Fargo,Underweight,
2020-04-02,ILMN,main,Stifel,Buy,
2020-04-15,ILMN,main,Baird,Outperform,
2020-04-21,ILMN,down,Baird,Neutral,Outperform
2020-04-24,ILMN,down,Citigroup,Neutral,Buy
2020-05-01,ILMN,main,Wells Fargo,Underweight,
2020-05-01,ILMN,main,Stifel,Buy,
2020-07-07,ILMN,down,Guggenheim,Neutral,Buy
2020-08-07,ILMN,main,SVB Leerink,Outperform,
2020-08-07,ILMN,down,Piper Sandler,Neutral,Overweight
2020-09-09,ILMN,init,Morgan Stanley,Equal-Weight,
2020-09-21,ILMN,up,Guggenheim,Buy,Neutral
